id,name,description
T1496.001,Compute Hijacking,'Adversaries may leverage the compute resources of co-opted systems to complete resource-intensive tasks'
T1496.002,Bandwidth Hijacking,'Adversaries may leverage the network bandwidth resources of co-opted systems to complete resource-intensive tasks'
T1496.003,SMS Pumping,'Adversaries may leverage messaging services for SMS pumping'
T1496.004,Cloud Service Hijacking,'Adversaries may leverage compromised software-as-a-service (SaaS) applications to complete resource-intensive tasks'
T1207,Rogue Domain Controller,'Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. DCShadow may be used to create a rogue Domain Controller (DC). DCShadow is a method of manipulating Active Directory (AD) data'
T1014,Rootkit,'Adversaries may use rootkits to hide the presence of programs'
T1053,Scheduled Task/Job,'Adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code. Utilities exist within all major operating systems to schedule programs or scripts to be executed at a specified date and time. A task can also be scheduled on a remote system'
T1053.002,At,'Adversaries may abuse the at utility to perform task scheduling for initial or recurring execution of malicious code. The at utility exists as an executable within Windows'
T1053.003,Cron,'Adversaries may abuse the cron utility to perform task scheduling for initial or recurring execution of malicious code. The cron utility is a time-based job scheduler for Unix-like operating systems. The crontab file contains the schedule of cron entries to be run and the specified times for execution. Any crontab files are stored in operating system-specific file paths.'
T1053.005,Scheduled Task,'Adversaries may abuse the Windows Task Scheduler to perform task scheduling for initial or recurring execution of malicious code. There are multiple ways to access the Task Scheduler in Windows. The schtasks utility can be run directly on the command line'
T1053.006,Systemd Timers,'Adversaries may abuse systemd timers to perform task scheduling for initial or recurring execution of malicious code. Systemd timers are unit files with file extension .timer that control services. Timers can be set to run on a calendar event or after a time span relative to a starting point. They can be used as an alternative to Cron in Linux environments. Systemd timers may be activated remotely via the systemctl command line utility'
T1053.007,Container Orchestration Job,'Adversaries may abuse task scheduling functionality provided by container orchestration tools such as Kubernetes to schedule deployment of containers configured to execute malicious code. Container orchestration jobs run these automated tasks at a specific date and time'
T1029,Scheduled Transfer,'Adversaries may schedule data exfiltration to be performed only at certain times of day or at certain intervals. This could be done to blend traffic patterns with normal activity or availability.'
T1113,Screen Capture,'Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation. Screen capturing functionality may be included as a feature of a remote access tool used in post-compromise operations. Taking a screenshot is also typically possible through native utilities or API calls'
T1597,Search Closed Sources,'Adversaries may search and gather information about victims from closed (e.g.'
T1597.001,Threat Intel Vendors,'Adversaries may search private data from threat intelligence vendors for information that can be used during targeting. Threat intelligence vendors may offer paid feeds or portals that offer more data than what is publicly reported. Although sensitive details (such as customer names and other identifiers) may be redacted'
T1597.002,Purchase Technical Data,'Adversaries may purchase technical information about victims that can be used during targeting. Information about victims may be available for purchase within reputable private sources and databases'
T1596,Search Open Technical Databases,'Adversaries may search freely available technical databases for information about victims that can be used during targeting. Information about victims may be available in online databases and repositories'
T1596.001,DNS/Passive DNS,'Adversaries may search DNS data for information about victims that can be used during targeting. DNS information may include a variety of details'
T1596.002,WHOIS,'Adversaries may search public WHOIS data for information about victims that can be used during targeting. WHOIS data is stored by regional Internet registries (RIR) responsible for allocating and assigning Internet resources such as domain names. Anyone can query WHOIS servers for information about a registered domain'
T1596.003,Digital Certificates,'Adversaries may search public digital certificate data for information about victims that can be used during targeting. Digital certificates are issued by a certificate authority (CA) in order to cryptographically verify the origin of signed content. These certificates'
T1596.004,CDNs,'Adversaries may search content delivery network (CDN) data about victims that can be used during targeting. CDNs allow an organization to host content from a distributed'
T1596.005,Scan Databases,'Adversaries may search within public scan databases for information about victims that can be used during targeting. Various online services continuously publish the results of Internet scans/surveys'
T1593,Search Open Websites/Domains,'Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting. Information about victims may be available in various online sites'
T1593.001,Social Media,'Adversaries may search social media for information about victims that can be used during targeting. Social media sites may contain various information about a victim organization'
T1593.002,Search Engines,'Adversaries may use search engines to collect information about victims that can be used during targeting. Search engine services typical crawl online sites to index context and may provide users with specialized syntax to search for specific keywords or specific types of content (i.e. filetypes).'
T1593.003,Code Repositories,'Adversaries may search public code repositories for information about victims that can be used during targeting. Victims may store code in repositories on various third-party websites such as GitHub'
T1594,Search Victim-Owned Websites,'Adversaries may search websites owned by the victim for information that can be used during targeting. Victim-owned websites may contain a variety of details'
T1505,Server Software Component,'Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Enterprise server applications may include features that allow developers to write and install software or scripts to extend the functionality of the main application. Adversaries may install malicious components to extend and abuse server applications.'
T1505.001,SQL Stored Procedures,'Adversaries may abuse SQL stored procedures to establish persistent access to systems. SQL Stored Procedures are code that can be saved and reused so that database users do not waste time rewriting frequently used SQL queries. Stored procedures can be invoked via SQL statements to the database using the procedure name or via defined events (e.g. when a SQL server application is started/restarted).'
T1505.002,Transport Agent,'Adversaries may abuse Microsoft transport agents to establish persistent access to systems. Microsoft Exchange transport agents can operate on email messages passing through the transport pipeline to perform various tasks such as filtering spam'
T1505.003,Web Shell,'Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to access the Web server as a gateway into a network. A Web shell may provide a set of functions to execute or a command-line interface on the system that hosts the Web server.'
T1505.004,IIS Components,'Adversaries may install malicious components that run on Internet Information Services (IIS) web servers to establish persistence. IIS provides several mechanisms to extend the functionality of the web servers. For example'
T1505.005,Terminal Services DLL,'Adversaries may abuse components of Terminal Services to enable persistent access to systems. Microsoft Terminal Services'
T1648,Serverless Execution,'Adversaries may abuse serverless computing'
T1489,Service Stop,'Adversaries may stop or disable services on a system to render those services unavailable to legitimate users. Stopping critical services or processes can inhibit or stop response to an incident or aid in the adversary's overall objectives to cause damage to the environment.'
T1129,Shared Modules,'Adversaries may execute malicious payloads via loading shared modules. Shared modules are executable files that are loaded into processes to provide access to reusable code'
T1072,Software Deployment Tools,'Adversaries may gain access to and use centralized software suites installed within an enterprise to execute commands and move laterally through the network. Configuration management and software deployment applications may be used in an enterprise network or cloud environment for routine administration purposes. These systems may also be integrated into CI/CD pipelines. Examples of such solutions include: SCCM'
T1518,Software Discovery,'Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors'
T1518.001,Security Software Discovery,'Adversaries may attempt to get a listing of security software'
T1608,Stage Capabilities,'Adversaries may upload'
T1608.001,Upload Malware,'Adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting. Malicious software can include payloads'
T1608.002,Upload Tool,'Adversaries may upload tools to third-party or adversary controlled infrastructure to make it accessible during targeting. Tools can be open or closed source'
T1608.003,Install Digital Certificate,'Adversaries may install SSL/TLS certificates that can be used during targeting. SSL/TLS certificates are files that can be installed on servers to enable secure communications between systems. Digital certificates include information about the key'
T1608.004,Drive-by Target,'Adversaries may prepare an operational environment to infect systems that visit a website over the normal course of browsing. Endpoint systems may be compromised through browsing to adversary controlled sites'
T1608.005,Link Target,'Adversaries may put in place resources that are referenced by a link that can be used during targeting. An adversary may rely upon a user clicking a malicious link in order to divulge information (including credentials) or to gain execution'
T1608.006,SEO Poisoning,'Adversaries may poison mechanisms that influence search engine optimization (SEO) to further lure staged capabilities towards potential victims. Search engines typically display results to users based on purchased ads as well as the site’s ranking/score/reputation calculated by their web crawlers and algorithms.'
T1528,Steal Application Access Token,'Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.'
T1649,Steal or Forge Authentication Certificates,'Adversaries may steal or forge certificates used for authentication to access remote systems or resources. Digital certificates are often used to sign and encrypt messages and/or files. Certificates are also used as authentication material. For example'
T1558,Steal or Forge Kerberos Tickets,'Adversaries may attempt to subvert Kerberos authentication by stealing or forging Kerberos tickets to enable Pass the Ticket. Kerberos is an authentication protocol widely used in modern Windows domain environments. In Kerberos environments'
T1558.001,Golden Ticket,'Adversaries who have the KRBTGT account password hash may forge Kerberos ticket-granting tickets (TGT)'
T1558.002,Silver Ticket,'Adversaries who have the password hash of a target service account (e.g. SharePoint'
T1558.003,Kerberoasting,'Adversaries may abuse a valid Kerberos ticket-granting ticket (TGT) or sniff network traffic to obtain a ticket-granting service (TGS) ticket that may be vulnerable to Brute Force.'
T1558.004,AS-REP Roasting,'Adversaries may reveal credentials of accounts that have disabled Kerberos preauthentication by Password Cracking Kerberos messages.'
T1558.005,Ccache Files,'Adversaries may attempt to steal Kerberos tickets stored in credential cache files (or ccache). These files are used for short term storage of a user's active session credentials. The ccache file is created upon user authentication and allows for access to multiple services without the user having to re-enter credentials.'
T1539,Steal Web Session Cookie,'An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials. Web applications and services often use session cookies as an authentication token after a user has authenticated to a website.'
T1553,Subvert Trust Controls,'Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs. Operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust. Examples of such features would include a program being allowed to run because it is signed by a valid code signing certificate'
T1553.001,Gatekeeper Bypass,'Adversaries may modify file attributes and subvert Gatekeeper functionality to evade user prompts and execute untrusted programs. Gatekeeper is a set of technologies that act as layer of Apple’s security model to ensure only trusted applications are executed on a host. Gatekeeper was built on top of File Quarantine in Snow Leopard (10.6'
T1553.002,Code Signing,'Adversaries may create'
T1553.003,SIP and Trust Provider Hijacking,'Adversaries may tamper with SIP and trust provider components to mislead the operating system and application control tools when conducting signature validation checks. In user mode'
T1553.004,Install Root Certificate,'Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers. Root certificates are used in public key cryptography to identify a root certificate authority (CA). When a root certificate is installed'
T1553.005,Mark-of-the-Web Bypass,'Adversaries may abuse specific file formats to subvert Mark-of-the-Web (MOTW) controls. In Windows'
T1553.006,Code Signing Policy Modification,'Adversaries may modify code signing policies to enable execution of unsigned or self-signed code. Code signing provides a level of authenticity on a program from a developer and a guarantee that the program has not been tampered with. Security controls can include enforcement mechanisms to ensure that only valid'
T1195,Supply Chain Compromise,'Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.'
T1195.001,Compromise Software Dependencies and Development Tools,'Adversaries may manipulate software dependencies and development tools prior to receipt by a final consumer for the purpose of data or system compromise. Applications often depend on external software to function properly. Popular open source projects that are used as dependencies in many applications may be targeted as a means to add malicious code to users of the dependency.'
T1195.002,Compromise Software Supply Chain,'Adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise of software can take place in a number of ways'
T1195.003,Compromise Hardware Supply Chain,'Adversaries may manipulate hardware components in products prior to receipt by a final consumer for the purpose of data or system compromise. By modifying hardware or firmware in the supply chain'
T1218,System Binary Proxy Execution,'Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed'
T1218.001,Compiled HTML File,'Adversaries may abuse Compiled HTML files (.chm) to conceal malicious code. CHM files are commonly distributed as part of the Microsoft HTML Help system. CHM files are compressed compilations of various content such as HTML documents'
T1218.002,Control Panel,'Adversaries may abuse control.exe to proxy execution of malicious payloads. The Windows Control Panel process binary (control.exe) handles execution of Control Panel items'
T1218.003,CMSTP,'Adversaries may abuse CMSTP to proxy execution of malicious code. The Microsoft Connection Manager Profile Installer (CMSTP.exe) is a command-line program used to install Connection Manager service profiles. CMSTP.exe accepts an installation information file (INF) as a parameter and installs a service profile leveraged for remote access connections.'
T1218.004,InstallUtil,'Adversaries may use InstallUtil to proxy execution of code through a trusted Windows utility. InstallUtil is a command-line utility that allows for installation and uninstallation of resources by executing specific installer components specified in .NET binaries. The InstallUtil binary may also be digitally signed by Microsoft and located in the .NET directories on a Windows system: C:\Windows\Microsoft.NET\Framework\v\InstallUtil.exe and C:\Windows\Microsoft.NET\Framework64\v\InstallUtil.exe.'
T1218.005,Mshta,'Adversaries may abuse mshta.exe to proxy execution of malicious .hta files and Javascript or VBScript through a trusted Windows utility. There are several examples of different types of threats leveraging mshta.exe during initial compromise and for execution of code'
T1218.007,Msiexec,'Adversaries may abuse msiexec.exe to proxy execution of malicious payloads. Msiexec.exe is the command-line utility for the Windows Installer and is thus commonly associated with executing installation packages (.msi). The Msiexec.exe binary may also be digitally signed by Microsoft.'
T1218.008,Odbcconf,'Adversaries may abuse odbcconf.exe to proxy execution of malicious payloads. Odbcconf.exe is a Windows utility that allows you to configure Open Database Connectivity (ODBC) drivers and data source names. The Odbcconf.exe binary may be digitally signed by Microsoft.'
T1218.009,Regsvcs/Regasm,'Adversaries may abuse Regsvcs and Regasm to proxy execution of code through a trusted Windows utility. Regsvcs and Regasm are Windows command-line utilities that are used to register .NET Component Object Model (COM) assemblies. Both are binaries that may be digitally signed by Microsoft.'
T1218.010,Regsvr32,'Adversaries may abuse Regsvr32.exe to proxy execution of malicious code. Regsvr32.exe is a command-line program used to register and unregister object linking and embedding controls'
T1218.011,Rundll32,'Adversaries may abuse rundll32.exe to proxy execution of malicious code. Using rundll32.exe'
T1218.012,Verclsid,'Adversaries may abuse verclsid.exe to proxy execution of malicious code. Verclsid.exe is known as the Extension CLSID Verification Host and is responsible for verifying each shell extension before they are used by Windows Explorer or the Windows Shell.'
T1218.013,Mavinject,'Adversaries may abuse mavinject.exe to proxy execution of malicious code. Mavinject.exe is the Microsoft Application Virtualization Injector'
T1218.014,MMC,'Adversaries may abuse mmc.exe to proxy execution of malicious .msc files. Microsoft Management Console (MMC) is a binary that may be signed by Microsoft and is used in several ways in either its GUI or in a command prompt. MMC can be used to create'
T1218.015,Electron Applications,'Adversaries may abuse components of the Electron framework to execute malicious code. The Electron framework hosts many common applications such as Signal'
T1082,System Information Discovery,'An adversary may attempt to get detailed information about the operating system and hardware'
T1614,System Location Discovery,'Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from System Location Discovery during automated discovery to shape follow-on behaviors'
T1614.001,System Language Discovery,'Adversaries may attempt to gather information about the system language of a victim in order to infer the geographical location of that host. This information may be used to shape follow-on behaviors'
T1016,System Network Configuration Discovery,'Adversaries may look for details about the network configuration and settings'
T1016.001,Internet Connection Discovery,'Adversaries may check for Internet connectivity on compromised systems. This may be performed during automated discovery and can be accomplished in numerous ways such as using Ping'
T1016.002,Wi-Fi Discovery,'Adversaries may search for information about Wi-Fi networks'
T1049,System Network Connections Discovery,'Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.'
T1033,System Owner/User Discovery,'Adversaries may attempt to identify the primary user'
T1216,System Script Proxy Execution,'Adversaries may use trusted scripts'
T1216.001,PubPrn,'Adversaries may use PubPrn to proxy execution of malicious remote files. PubPrn.vbs is a Visual Basic script that publishes a printer to Active Directory Domain Services. The script may be signed by Microsoft and is commonly executed through the Windows Command Shell via Cscript.exe. For example'
T1216.002,SyncAppvPublishingServer,'Adversaries may abuse SyncAppvPublishingServer.vbs to proxy execution of malicious PowerShell commands. SyncAppvPublishingServer.vbs is a Visual Basic script associated with how Windows virtualizes applications (Microsoft Application Virtualization'
T1007,System Service Discovery,'Adversaries may try to gather information about registered local system services. Adversaries may obtain information about services using tools as well as OS utility commands such as sc query'
T1569,System Services,'Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally or remotely. Many services are set to run at boot'
T1569.001,Launchctl,'Adversaries may abuse launchctl to execute commands or programs. Launchctl interfaces with launchd'
T1569.002,Service Execution,'Adversaries may abuse the Windows service control manager to execute malicious commands or payloads. The Windows service control manager (services.exe) is an interface to manage and manipulate services. The service control manager is accessible to users via GUI components as well as system utilities such as sc.exe and Net.'
T1529,System Shutdown/Reboot,'Adversaries may shutdown/reboot systems to interrupt access to'
T1124,System Time Discovery,'An adversary may gather the system time and/or time zone settings from a local or remote system. The system time is set and stored by services'
T1080,Taint Shared Content,'Adversaries may deliver payloads to remote systems by adding content to shared storage locations'
T1221,Template Injection,'Adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts. For example'
T1205,Traffic Signaling,'Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control. Traffic signaling involves the use of a magic value or sequence that must be sent to a system to trigger a special response'
T1205.001,Port Knocking,'Adversaries may use port knocking to hide open ports used for persistence or command and control. To enable a port'
T1205.002,Socket Filters,'Adversaries may attach filters to a network socket to monitor then activate backdoors used for persistence or command and control. With elevated permissions'
T1537,Transfer Data to Cloud Account,'Adversaries may exfiltrate data by transferring the data'
T1127,Trusted Developer Utilities Proxy Execution,'Adversaries may take advantage of trusted developer utilities to proxy execution of malicious payloads. There are many utilities used for software development related tasks that can be used to execute code in various forms to assist in development'
T1127.001,MSBuild,'Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.exe (Microsoft Build Engine) is a software build platform used by Visual Studio. It handles XML formatted project files that define requirements for loading and building various platforms and configurations.'
T1127.002,ClickOnce,'Adversaries may use ClickOnce applications (.appref-ms and .application files) to proxy execution of code through a trusted Windows utility. ClickOnce is a deployment that enables a user to create self-updating Windows-based .NET applications (i.e'
T1199,Trusted Relationship,'Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.'
T1552,Unsecured Credentials,'Adversaries may search compromised systems to find and obtain insecurely stored credentials. These credentials can be stored and/or misplaced in many locations on a system'
T1552.001,Credentials In Files,'Adversaries may search local file systems and remote file shares for files containing insecurely stored credentials. These can be files created by users to store their own credentials'
T1552.002,Credentials in Registry,'Adversaries may search the Registry on compromised systems for insecurely stored credentials. The Windows Registry stores configuration information that can be used by the system or other programs. Adversaries may query the Registry looking for credentials and passwords that have been stored for use by other programs or services. Sometimes these credentials are used for automatic logons.'
T1552.003,Bash History,'Adversaries may search the bash command history on compromised systems for insecurely stored credentials. Bash keeps track of the commands users type on the command-line with the "history" utility. Once a user logs out'
T1552.004,Private Keys,'Adversaries may search for private key certificate files on compromised systems for insecurely stored credentials. Private cryptographic keys and certificates are used for authentication'
T1552.005,Cloud Instance Metadata API,'Adversaries may attempt to access the Cloud Instance Metadata API to collect credentials and other sensitive data.'
T1552.006,Group Policy Preferences,'Adversaries may attempt to find unsecured credentials in Group Policy Preferences (GPP). GPP are tools that allow administrators to create domain policies with embedded credentials. These policies allow administrators to set local accounts.'
T1552.007,Container API,'Adversaries may gather credentials via APIs within a containers environment. APIs in these environments'
T1552.008,Chat Messages,'Adversaries may directly collect unsecured credentials stored or passed through user communication services. Credentials may be sent and stored in user chat communication applications such as email'
T1535,Unused/Unsupported Cloud Regions,'Adversaries may create cloud instances in unused geographic service regions in order to evade detection. Access is usually obtained through compromising accounts used to manage cloud infrastructure.'
T1550,Use Alternate Authentication Material,'Adversaries may use alternate authentication material'
T1550.001,Application Access Token,'Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts'
T1550.002,Pass the Hash,'Adversaries may "pass the hash" using stolen password hashes to move laterally within an environment'
T1550.003,Pass the Ticket,'Adversaries may "pass the ticket" using stolen Kerberos tickets to move laterally within an environment'
T1550.004,Web Session Cookie,'Adversaries can use stolen session cookies to authenticate to web applications and services. This technique bypasses some multi-factor authentication protocols since the session is already authenticated.'
T1204,User Execution,'An adversary may rely upon specific actions by a user in order to gain execution. Users may be subjected to social engineering to get them to execute malicious code by'
T1204.001,Malicious Link,'An adversary may rely upon a user clicking a malicious link in order to gain execution. Users may be subjected to social engineering to get them to click on a link that will lead to code execution. This user action will typically be observed as follow-on behavior from Spearphishing Link. Clicking on a link may also lead to other execution techniques such as exploitation of a browser or application vulnerability via Exploitation for Client Execution. Links may also lead users to download files that require execution via Malicious File.'
T1204.002,Malicious File,'An adversary may rely upon a user opening a malicious file in order to gain execution. Users may be subjected to social engineering to get them to open a file that will lead to code execution. This user action will typically be observed as follow-on behavior from Spearphishing Attachment. Adversaries may use several types of files that require a user to execute them'
T1204.003,Malicious Image,'Adversaries may rely on a user running a malicious image to facilitate execution. Amazon Web Services (AWS) Amazon Machine Images (AMIs)'
T1078,Valid Accounts,'Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access'
T1078.001,Default Accounts,'Adversaries may obtain and abuse credentials of a default account as a means of gaining Initial Access'
T1078.002,Domain Accounts,'Adversaries may obtain and abuse credentials of a domain account as a means of gaining Initial Access'
T1078.003,Local Accounts,'Adversaries may obtain and abuse credentials of a local account as a means of gaining Initial Access'
T1078.004,Cloud Accounts,'Valid accounts in cloud environments may allow adversaries to perform actions to achieve Initial Access'
T1125,Video Capture,'An adversary can leverage a computer's peripheral devices (e.g.'
T1497,Virtualization/Sandbox Evasion,'Adversaries may employ various means to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME'
T1497.001,System Checks,'Adversaries may employ various system checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME'
T1497.002,User Activity Based Checks,'Adversaries may employ various user activity checks to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME'
T1497.003,Time Based Evasion,'Adversaries may employ various time-based methods to detect and avoid virtualization and analysis environments. This may include enumerating time-based properties'
T1600,Weaken Encryption,'Adversaries may compromise a network device’s encryption capability in order to bypass encryption that would otherwise protect data communications.'
T1600.001,Reduce Key Space,'Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications.'
T1600.002,Disable Crypto Hardware,'Adversaries disable a network device’s dedicated hardware encryption'
T1102,Web Service,'Adversaries may use an existing'
T1102.001,Dead Drop Resolver,'Adversaries may use an existing'
T1102.002,Bidirectional Communication,'Adversaries may use an existing'
T1102.003,One-Way Communication,'Adversaries may use an existing'
T1047,Windows Management Instrumentation,'Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads. WMI is designed for programmers and is the infrastructure for management data and operations on Windows systems. WMI is an administration feature that provides a uniform environment to access Windows system components.'
T1220,XSL Script Processing,'Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files. Extensible Stylesheet Language (XSL) files are commonly used to describe the processing and rendering of data within XML files. To support complex operations'
